Date,High,Low,Open,Close,Volume,Adj Close
2000-05-12,143.46875,141.625,141.8125,142.8125,5960800.0,96.61959075927734
2000-05-15,145.609375,142.0,142.75,145.28125,4441300.0,98.28980255126953
2000-05-16,147.71875,145.3125,146.5625,146.6875,8192200.0,99.24120330810547
2000-05-17,146.1875,144.46875,145.6875,145.15625,5907200.0,98.20526123046875
2000-05-18,146.3125,143.375,145.625,143.375,4325600.0,97.00019073486328
2000-05-19,143.234375,140.40625,142.5625,141.125,6518400.0,95.47795104980469
2000-05-22,141.46875,137.0,141.25,140.0625,10839400.0,94.7590560913086
2000-05-23,140.8125,137.5625,140.4375,138.0,7979200.0,93.36367797851562
2000-05-24,140.6875,136.5,138.0,140.25,11081500.0,94.88595581054688
2000-05-25,141.8125,137.71875,140.6875,137.84375,8278900.0,93.25802612304688
2000-05-26,139.6875,137.328125,138.8125,138.0,4814000.0,93.36367797851562
2000-05-30,142.9375,139.46875,140.0,142.5,5362700.0,96.40817260742188
2000-05-31,144.0,142.09375,142.5625,142.8125,6056500.0,96.61959075927734
2000-06-01,145.4375,143.0,143.6875,145.3125,8961600.0,98.31096649169922
2000-06-02,149.09375,147.484375,148.9375,147.84375,8962200.0,100.02349090576172
2000-06-05,148.21875,146.875,147.46875,147.125,6998100.0,99.5372314453125
2000-06-06,147.78125,145.90625,146.625,146.46875,4858900.0,99.09324645996094
2000-06-07,148.0,146.0,146.625,147.484375,4919500.0,99.7803726196289
2000-06-08,147.75,146.0625,147.5,146.90625,5723100.0,99.38920593261719
2000-06-09,147.96875,145.625,147.5,146.59375,3085300.0,99.17779541015625
2000-06-12,146.96875,144.875,146.96875,144.875,3678900.0,98.01498413085938
2000-06-13,147.75,144.625,144.8125,147.59375,6558700.0,99.85432434082031
2000-06-14,148.875,147.1875,148.25,147.84375,6420500.0,100.02349090576172
2000-06-15,148.75,146.84375,148.125,148.15625,5881200.0,100.23489379882812
2000-06-16,148.3125,145.875,148.3125,146.59375,5567900.0,99.41129302978516
2000-06-19,149.15625,146.25,146.46875,148.46875,5106900.0,100.68279266357422
2000-06-20,148.875,147.0,148.1875,147.9375,6480000.0,100.32256317138672
2000-06-21,148.4375,146.890625,146.9375,147.875,3115000.0,100.2801742553711
2000-06-22,147.6875,145.0,147.5625,145.625,7490500.0,98.75436401367188
2000-06-23,146.125,143.875,145.8125,144.375,4863300.0,97.90669250488281
2000-06-26,146.25,144.875,145.375,146.234375,5201300.0,99.1676025390625
2000-06-27,146.71875,145.015625,145.984375,145.15625,4159500.0,98.43647003173828
2000-06-28,146.984375,145.3125,145.625,145.5625,5347700.0,98.71197509765625
2000-06-29,145.75,143.515625,144.75,144.1875,6345700.0,97.77952575683594
2000-06-30,145.59375,143.890625,143.9375,145.28125,7420200.0,98.52123260498047
2000-07-03,147.4375,145.1875,145.4375,147.28125,1436600.0,99.87753295898438
2000-07-05,146.65625,144.375,146.375,144.625,2748200.0,98.07621765136719
2000-07-06,146.46875,144.21875,144.9375,145.75,5963200.0,98.8391342163086
2000-07-07,148.78125,146.25,146.6875,148.09375,3034800.0,100.42851257324219
2000-07-10,148.90625,147.53125,147.875,147.84375,2816100.0,100.25894927978516
2000-07-11,149.125,147.15625,147.46875,148.15625,5431600.0,100.47087097167969
2000-07-12,150.125,148.6875,149.28125,149.125,5883000.0,101.12782287597656
2000-07-13,150.375,149.1875,149.984375,149.78125,5356000.0,101.57286834716797
2000-07-14,151.25,149.671875,150.4375,151.25,5341900.0,102.56893920898438
2000-07-17,151.984375,150.6875,150.984375,151.0,4208300.0,102.39937591552734
2000-07-18,150.625,149.34375,150.625,149.765625,4262100.0,101.56230163574219
2000-07-19,149.90625,148.25,149.46875,148.5625,8506800.0,100.74638366699219
2000-07-20,150.625,148.8125,149.0,150.625,4538900.0,102.14501190185547
2000-07-21,149.75,147.6875,149.75,147.6875,5656900.0,100.15302276611328
2000-07-24,148.859375,146.5625,148.125,146.84375,5628500.0,99.58081817626953
2000-07-25,147.84375,146.78125,147.75,147.3125,4757100.0,99.89874267578125
2000-07-26,147.15625,145.640625,146.96875,145.875,12062500.0,98.92389678955078
2000-07-27,146.625,144.6875,145.9375,145.375,7652600.0,98.5848159790039
2000-07-28,145.90625,141.515625,145.71875,142.09375,6229500.0,96.35969543457031
2000-07-31,144.125,142.0625,142.9375,143.0,5265500.0,96.9742431640625
2000-08-01,144.71875,143.125,143.625,143.875,3946600.0,97.56761169433594
2000-08-02,145.40625,143.625,143.875,144.59375,7439800.0,98.0550308227539
2000-08-03,145.8125,142.625,142.875,145.59375,4607100.0,98.73316192626953
2000-08-04,146.71875,145.40625,146.3125,146.375,3686600.0,99.26296997070312
2000-08-07,148.4375,146.375,146.71875,148.125,4159800.0,100.44973754882812
2000-08-08,148.8125,147.5,147.5,148.6875,3658700.0,100.83116149902344
2000-08-09,149.21875,147.375,149.140625,147.4375,5383800.0,99.98353576660156
2000-08-10,147.859375,146.28125,147.53125,146.71875,4193400.0,99.49608612060547
2000-08-11,148.0,145.5625,146.625,147.40625,5089400.0,99.9622802734375
2000-08-14,149.5625,147.0625,147.78125,149.28125,2966700.0,101.23381042480469
2000-08-15,149.8125,148.5625,149.34375,149.15625,5564600.0,101.1490249633789
2000-08-16,149.9375,147.84375,149.3125,148.625,5191600.0,100.78874206542969
2000-08-17,150.4375,148.34375,148.6875,150.1875,5652200.0,101.8483657836914
2000-08-18,150.375,149.21875,150.375,149.6875,4626400.0,101.50929260253906
2000-08-21,150.71875,149.40625,150.03125,150.5,2380600.0,102.06029510498047
2000-08-22,151.3125,150.09375,150.5625,150.25,3075300.0,101.89080047607422
2000-08-23,151.28125,149.28125,149.8125,150.84375,5483200.0,102.29345703125
2000-08-24,151.5,150.5,151.15625,151.3125,4529000.0,102.61127471923828
2000-08-25,151.625,150.9375,151.15625,151.25,2822200.0,102.56893920898438
2000-08-28,152.90625,151.25,151.25,151.765625,5518700.0,102.91856384277344
2000-08-29,151.875,150.90625,151.4375,151.796875,3561900.0,102.93983459472656
2000-08-30,151.5,150.34375,151.3125,150.34375,3964800.0,101.95433807373047
2000-08-31,153.09375,150.90625,151.0625,152.34375,4863100.0,103.31059265136719
2000-09-01,153.59375,152.0,153.25,152.5,3191200.0,103.4166030883789
2000-09-05,152.203125,150.8125,151.875,151.28125,3470800.0,102.59004211425781
2000-09-06,151.953125,149.53125,151.1875,149.5625,4322200.0,101.424560546875
2000-09-07,151.078125,149.828125,150.25,150.84375,4265500.0,102.29345703125
2000-09-08,150.5,149.328125,150.28125,149.8125,3518200.0,101.59407043457031
2000-09-11,151.1875,148.6875,149.75,149.59375,3937500.0,101.44576263427734
2000-09-12,150.25,148.4375,149.75,148.5,4769100.0,100.7040023803711
2000-09-13,149.34375,147.65625,148.0,148.890625,7691600.0,100.96891784667969
2000-09-14,149.9375,148.15625,149.875,149.640625,3397100.0,101.47749328613281
2000-09-15,148.25,146.0,148.1875,146.0,4085700.0,99.25738525390625
2000-09-18,146.96875,144.203125,146.375,144.65625,5109300.0,98.3438491821289
2000-09-19,146.3125,144.703125,145.125,145.96875,6588200.0,99.23612976074219
2000-09-20,146.03125,143.15625,145.6875,144.890625,6508100.0,98.50318908691406
2000-09-21,145.5625,142.625,144.46875,142.6875,5972300.0,97.00545501708984
2000-09-22,145.3125,142.421875,142.625,145.28125,7791300.0,98.76876068115234
2000-09-25,146.0625,143.71875,145.9375,144.25,9726300.0,98.06766510009766
2000-09-26,145.0,142.40625,144.375,142.40625,5302400.0,96.81417846679688
2000-09-27,143.96875,142.125,143.5625,143.15625,7186200.0,97.32406616210938
2000-09-28,146.328125,142.890625,143.1875,145.0,7036400.0,98.57759094238281
2000-09-29,145.96875,143.625,145.46875,143.625,9333600.0,97.64276885986328
2000-10-02,144.90625,143.140625,144.28125,143.84375,5517800.0,97.79151153564453
2000-10-03,145.75,142.28125,144.53125,142.5,9347200.0,96.8779525756836
2000-10-04,144.25,141.75,142.875,143.6875,6148900.0,97.68526458740234
2000-10-05,144.84375,143.3125,143.40625,144.1875,4566900.0,98.02516174316406
2000-10-06,144.640625,139.75,143.875,141.0625,10014900.0,95.9006576538086
2000-10-09,141.3125,139.375,141.3125,140.0,4508000.0,95.17833709716797
2000-10-10,141.25,137.6875,140.09375,137.6875,6104700.0,93.60615539550781
2000-10-11,138.625,135.125,137.625,136.53125,10346000.0,92.82012939453125
2000-10-12,137.59375,132.78125,137.28125,133.125,12336900.0,90.50435638427734
2000-10-13,137.65625,132.875,132.9375,137.5625,11778800.0,93.52123260498047
2000-10-16,138.234375,136.6875,137.40625,138.1875,5659000.0,93.94611358642578
2000-10-17,138.5625,134.40625,138.4375,134.75,7831700.0,91.6091537475586
2000-10-18,136.125,130.15625,132.625,134.25,10897300.0,91.26921844482422
2000-10-19,139.453125,136.4375,136.84375,139.3125,8767300.0,94.71092987060547
2000-10-20,141.1875,138.375,138.375,139.90625,7373500.0,95.1146011352539
2000-10-23,141.03125,138.9375,139.9375,140.53125,5290000.0,95.53948211669922
2000-10-24,141.9375,139.0,140.96875,139.59375,5750700.0,94.90216064453125
2000-10-25,139.5625,136.125,138.75,136.3125,9137600.0,92.67138671875
2000-10-26,137.65625,134.03125,137.125,136.6875,9345800.0,92.92633819580078
2000-10-27,139.28125,136.625,137.875,139.28125,9762900.0,94.68968963623047
2000-10-30,141.09375,138.15625,138.4375,140.53125,10154100.0,95.53948211669922
2000-10-31,143.6875,140.0625,141.015625,142.953125,7752400.0,97.18598175048828
2000-11-01,143.25,141.21875,142.25,142.46875,6753600.0,96.8567123413086
2000-11-02,143.90625,142.515625,143.15625,142.703125,11395100.0,97.01602935791016
2000-11-03,143.75,142.375,143.46875,142.78125,5187100.0,97.06915283203125
2000-11-06,144.296875,143.03125,143.15625,143.78125,4042500.0,97.7490005493164
2000-11-07,144.0,142.5625,143.140625,143.75,5231300.0,97.72776794433594
2000-11-08,144.0625,140.5625,144.0625,140.5625,6123300.0,95.56074523925781
2000-11-09,141.21875,137.25,140.0,140.03125,10635300.0,95.1995849609375
2000-11-10,139.46875,136.53125,139.0,136.625,8569500.0,92.88383483886719
2000-11-13,136.984375,133.015625,135.625,135.5625,17285300.0,92.16151428222656
2000-11-14,139.625,137.0,137.46875,139.125,7668900.0,94.58345794677734
2000-11-15,140.109375,137.75,139.0625,139.5625,8837700.0,94.88088989257812
2000-11-16,139.875,137.3125,138.578125,137.375,6684100.0,93.3937759399414
2000-11-17,139.0,135.75,137.3125,136.640625,6551100.0,92.89446258544922
2000-11-20,136.375,134.3125,135.75,134.6875,5458500.0,91.5666732788086
2000-11-21,136.1875,133.515625,134.875,135.375,7684300.0,92.03404998779297
2000-11-22,134.875,132.125,134.34375,132.140625,5736900.0,89.8351821899414
2000-11-24,134.96875,133.625,133.625,134.84375,3411600.0,91.6728744506836
2000-11-27,136.6875,135.3125,136.46875,136.03125,5992000.0,92.48018646240234
2000-11-28,136.59375,133.640625,135.125,133.6875,5336100.0,90.88683319091797
2000-11-29,135.90625,133.265625,134.375,133.4375,6914100.0,90.71683502197266
2000-11-30,133.5,129.75,132.5,132.28125,11201600.0,89.93077087402344
2000-12-01,134.0625,131.0,133.1875,132.21875,7587200.0,89.8882827758789
2000-12-04,133.875,131.5,131.875,133.34375,6996600.0,90.65310668945312
2000-12-05,138.25,134.40625,134.875,137.71875,8883400.0,93.62743377685547
2000-12-06,138.34375,135.03125,137.78125,135.515625,12888000.0,92.1296615600586
2000-12-07,135.875,133.65625,134.875,133.65625,6529100.0,90.86556243896484
2000-12-08,139.46875,133.875,137.0625,133.96875,10276300.0,91.07798767089844
2000-12-11,139.5625,136.71875,137.375,138.625,6405600.0,94.2435531616211
2000-12-12,138.8125,137.375,138.1875,138.03125,5022900.0,93.83988189697266
2000-12-13,139.40625,136.03125,139.25,136.140625,6070500.0,92.5545883178711
2000-12-14,136.5,134.03125,135.875,134.40625,7678400.0,91.37545776367188
2000-12-15,133.125,130.5625,133.125,130.96875,9065300.0,89.31159210205078
2000-12-18,133.46875,131.765625,132.0625,132.71875,7235400.0,90.50497436523438
2000-12-19,134.96875,130.015625,132.46875,130.015625,9616600.0,88.66161346435547
2000-12-20,128.9375,126.09375,128.625,126.25,9994300.0,86.09371185302734
2000-12-21,128.859375,125.53125,126.0,127.125,14331500.0,86.69038391113281
2000-12-22,131.109375,128.84375,129.0,130.9375,10182900.0,89.2902603149414
2000-12-26,132.34375,130.28125,130.84375,132.34375,4665300.0,90.24925231933594
2000-12-27,133.734375,131.25,131.75,133.3125,4854100.0,90.90985870361328
2000-12-28,133.875,132.59375,132.8125,133.71875,8358700.0,91.18687438964844
2000-12-29,134.28125,131.1875,134.0625,131.1875,8774600.0,89.46076202392578
2001-01-02,132.15625,127.5625,132.0,128.8125,8737500.0,87.84115600585938
2001-01-03,136.0,127.65625,128.3125,135.0,19431600.0,92.06060028076172
2001-01-04,135.46875,133.0,134.9375,133.546875,9219000.0,91.06968688964844
2001-01-05,133.625,129.1875,133.46875,129.1875,12911400.0,88.09688568115234
2001-01-08,130.1875,127.6875,129.875,130.1875,6625300.0,88.77879333496094
2001-01-09,131.5,129.421875,131.046875,129.84375,5702400.0,88.54438018798828
2001-01-10,132.125,128.8125,129.0,132.125,8746100.0,90.10006713867188
2001-01-11,133.484375,131.09375,131.09375,132.25,7245100.0,90.18527221679688
2001-01-12,133.71875,131.28125,132.6875,132.0,7244000.0,90.01480102539062
2001-01-16,133.1875,131.515625,132.0,132.84375,8542200.0,90.5901870727539
2001-01-17,135.046875,132.640625,134.84375,133.453125,7851400.0,91.00580596923828
2001-01-18,135.703125,132.9375,133.4375,134.78125,8107000.0,91.91144561767578
2001-01-19,136.1875,133.875,136.1875,134.015625,7782500.0,91.38934326171875
2001-01-22,135.78125,133.5625,134.25,134.90625,7050900.0,91.99666595458984
2001-01-23,136.65625,134.15625,134.46875,135.96875,8463100.0,92.72124481201172
2001-01-24,137.3125,135.84375,136.25,136.375,6199900.0,92.99826049804688
2001-01-25,137.25,135.65625,136.25,136.03125,10818300.0,92.76384735107422
2001-01-26,136.125,134.453125,135.15625,135.875,7136800.0,92.65727996826172
2001-01-29,136.89999389648438,135.3699951171875,135.5,136.60000610351562,6705900.0,93.15167999267578
2001-01-30,137.9199981689453,135.7899932861328,136.3000030517578,137.8000030517578,7069100.0,93.97005462646484
2001-01-31,138.6999969482422,136.60000610351562,137.39999389648438,137.02000427246094,9706900.0,93.43807983398438
2001-02-01,137.9499969482422,136.25,137.10000610351562,137.92999267578125,8239100.0,94.05863952636719
2001-02-02,137.99000549316406,134.75,137.39999389648438,134.8000030517578,8276600.0,91.92423248291016
2001-02-05,135.94000244140625,134.75,134.8000030517578,135.7899932861328,4352900.0,92.59930419921875
2001-02-06,136.6999969482422,135.22000122070312,135.3000030517578,135.38999938964844,7106700.0,92.32658386230469
2001-02-07,135.39999389648438,133.67999267578125,134.72000122070312,134.69000244140625,5748700.0,91.84922790527344
2001-02-08,135.39999389648438,133.10000610351562,134.8000030517578,133.1199951171875,5943300.0,90.77861022949219
2001-02-09,133.35000610351562,131.25999450683594,133.35000610351562,131.83999633789062,9913000.0,89.90570068359375
2001-02-12,133.5,131.6999969482422,131.6999969482422,133.35000610351562,5804400.0,90.9354248046875
2001-02-13,134.1699981689453,132.0,133.6999969482422,132.25999450683594,6587600.0,90.1921157836914
2001-02-14,132.64999389648438,130.66000366210938,132.64999389648438,132.05999755859375,8400100.0,90.05569458007812
2001-02-15,133.52000427246094,131.99000549316406,132.83999633789062,133.33999633789062,5929800.0,90.92860412597656
2001-02-16,131.2899932861328,129.3000030517578,131.0,130.39999389648438,6434900.0,88.92372131347656
2001-02-20,131.13999938964844,128.10000610351562,131.0399932861328,128.38999938964844,5760000.0,87.55305480957031
2001-02-21,128.83999633789062,125.5,127.9000015258789,125.62000274658203,10910800.0,85.66409301757812
2001-02-22,126.54000091552734,123.0199966430664,126.3499984741211,125.80999755859375,21281600.0,85.79369354248047
2001-02-23,125.54000091552734,121.80000305175781,125.08000183105469,124.95999908447266,20173000.0,85.21404266357422
2001-02-26,127.62000274658203,124.5,125.80000305175781,127.62000274658203,11503700.0,87.02796936035156
2001-02-27,127.83999633789062,125.51000213623047,126.80000305175781,126.44000244140625,11415000.0,86.22329711914062
2001-02-28,126.83999633789062,123.2699966430664,126.75,123.94999694824219,14825800.0,84.52527618408203
2001-03-01,124.5999984741211,121.75,124.05000305175781,124.5999984741211,14672000.0,84.96853637695312
2001-03-02,125.6500015258789,122.30000305175781,122.5,123.61000061035156,12564300.0,84.29344177246094
2001-03-05,124.77999877929688,123.80999755859375,124.1500015258789,124.73999786376953,5293200.0,85.06400299072266
2001-03-06,127.75,125.48999786376953,126.3499984741211,126.08000183105469,6917000.0,85.97776794433594
2001-03-07,127.04000091552734,125.76000213623047,126.9000015258789,126.9800033569336,6371700.0,86.59151458740234
2001-03-08,127.23999786376953,126.13999938964844,126.5999984741211,127.12000274658203,6055000.0,86.6869888305664
2001-03-09,126.0999984741211,123.11000061035156,126.0999984741211,123.36000061035156,10020300.0,84.12290954589844
2001-03-12,122.5,117.75,122.33999633789062,118.08000183105469,13972900.0,80.5223617553711
2001-03-13,120.44000244140625,117.52999877929688,119.4000015258789,120.0199966430664,12888000.0,81.84532165527344
2001-03-14,119.29000091552734,115.75,117.05000305175781,117.6500015258789,19883400.0,80.2291030883789
2001-03-15,118.86000061035156,117.36000061035156,118.44999694824219,117.68000030517578,10370300.0,80.24958038330078
2001-03-16,117.4000015258789,114.80999755859375,117.12999725341797,115.01000213623047,58514600.0,78.63999938964844
2001-03-19,117.69000244140625,114.81999969482422,115.76000213623047,117.3499984741211,10067800.0,80.24002838134766
2001-03-20,118.45999908447266,114.11000061035156,117.9000015258789,114.19999694824219,15083900.0,78.08612060546875
2001-03-21,115.26000213623047,111.9000015258789,114.18000030517578,112.26000213623047,19004600.0,76.75961303710938
2001-03-22,112.5999984741211,108.04000091552734,112.0199966430664,111.12000274658203,28624800.0,75.9801254272461
2001-03-23,114.66000366210938,111.5,113.25,114.4800033569336,12861700.0,78.27759552001953
2001-03-26,116.2699966430664,114.7699966430664,115.69999694824219,115.94000244140625,9943800.0,79.27588653564453
2001-03-27,118.6500015258789,115.27999877929688,115.62000274658203,118.30999755859375,12880700.0,80.89643859863281
2001-03-28,116.94999694824219,114.9000015258789,116.9000015258789,115.04000091552734,10953300.0,78.6604995727539
2001-03-29,116.5,112.13999938964844,114.69999694824219,115.4800033569336,12060300.0,78.9613265991211
2001-03-30,116.69000244140625,114.5,115.55000305175781,116.69000244140625,9183600.0,79.78872680664062
2001-04-02,117.37999725341797,113.80000305175781,116.30000305175781,114.19999694824219,10561000.0,78.08612060546875
2001-04-03,114.1500015258789,110.05999755859375,113.9800033569336,110.38999938964844,12836000.0,75.48098754882812
2001-04-04,112.0999984741211,109.30000305175781,110.56999969482422,110.8499984741211,14884300.0,75.7955093383789
2001-04-05,115.48999786376953,112.5,113.30000305175781,115.05000305175781,21522800.0,78.66735076904297
2001-04-06,114.4000015258789,112.05999755859375,113.98999786376953,113.30000305175781,14937800.0,77.47078704833984
2001-04-09,114.98999786376953,112.77999877929688,114.0,114.55999755859375,9034300.0,78.33226013183594
2001-04-10,117.75,115.16999816894531,115.44999694824219,116.6500015258789,17873600.0,79.76134490966797
2001-04-11,118.98999786376953,116.13999938964844,118.77999877929688,116.7300033569336,12722300.0,79.81610870361328
2001-04-12,118.94000244140625,115.95999908447266,116.30000305175781,118.8499984741211,9233200.0,81.26563262939453
2001-04-16,118.88999938964844,116.91000366210938,118.29000091552734,117.5999984741211,7350000.0,80.41094207763672
2001-04-17,119.66000366210938,117.0199966430664,117.30999755859375,119.26000213623047,10924700.0,81.54598999023438
2001-04-18,126.0,120.69000244140625,121.05999755859375,124.0,32481600.0,84.78704833984375
2001-04-19,125.83999633789062,123.58000183105469,124.25,125.6500015258789,13809900.0,85.91529083251953
2001-04-20,125.4000015258789,123.66000366210938,124.9000015258789,124.5,7626700.0,85.12893676757812
2001-04-23,123.88999938964844,121.91000366210938,123.6500015258789,122.23999786376953,8451800.0,83.58361053466797
2001-04-24,123.6500015258789,121.0999984741211,122.5199966430664,121.58000183105469,10044700.0,83.13236999511719
2001-04-25,123.66999816894531,120.94999694824219,121.41999816894531,123.16999816894531,8249000.0,84.21949768066406
2001-04-26,125.22000122070312,123.5,123.7300033569336,123.72000122070312,10590400.0,84.59561157226562
2001-04-27,125.83999633789062,124.19999694824219,124.91999816894531,125.77999877929688,7938700.0,86.00413513183594
